"ID","BDAT","LACT","Event","DIM","Date","Remark","Protocols","Technician",
      9500 ,07/15/22,   0 ,PNEU       , 146 ,12/08/22,RESF24.1        ,                ,,
      9502 ,07/16/22,   0 ,DIARHEA    ,  16 ,08/01/22,ELECTROL        ,                ,,
      9502 ,07/16/22,   0 ,EARJNT     ,  67 ,09/21/22,ZACT4.2         ,                ,,
      9503 ,07/16/22,   0 ,DIARHEA    ,  18 ,08/03/22,ELECTROL        ,                ,,
      9504 ,07/16/22,   0 ,PNEU       ,  11 ,07/27/22,BAY.2.4         ,                ,,
      9504 ,07/16/22,   0 ,PNEU       , 101 ,10/25/22,BAY8.4          ,                ,,
      9504 ,07/16/22,   0 ,PNEU       , 138 ,12/01/22,RESF24.1        ,                ,,
      9505 ,07/16/22,   0 ,DIARHEA    ,  15 ,07/31/22,ELECTROL        ,                ,,
      9507 ,07/17/22,   0 ,DIARHEA    ,  11 ,07/28/22,ELECTROL        ,                ,,
      9507 ,07/17/22,   0 ,PNEU       , 169 ,01/02/23,BAY.8.4         ,                ,,
      9508 ,07/18/22,   0 ,DIARHEA    ,   9 ,07/27/22,ELECTROL        ,                ,,
      9508 ,07/18/22,   0 ,PNEU       , 103 ,10/29/22,BAY8.4          ,                ,,
      9509 ,07/18/22,   0 ,PNEU       , 113 ,11/08/22,BAY8.4          ,                ,,
      9511 ,07/20/22,   0 ,PNEU       , 112 ,11/09/22,BAY8.4          ,                ,,
      9512 ,07/20/22,   0 ,DIARHEA    ,  12 ,08/01/22,ELECTROL        ,                ,,
      9513 ,07/20/22,   0 ,PNEU       , 105 ,11/02/22,BAY8.4          ,                ,,
      9515 ,07/22/22,   0 ,DIARHEA    ,  21 ,08/12/22,ELECTROL        ,                ,,
      9516 ,07/23/22,   0 ,DIARHEA    ,  20 ,08/12/22,ELECTROL        ,                ,,
      9517 ,07/23/22,   0 ,DIARHEA    ,   9 ,08/01/22,ELECTROL        ,                ,,
      9517 ,07/23/22,   0 ,PNEU       ,  97 ,10/28/22,BAY8.4          ,                ,,
      9517 ,07/23/22,   0 ,PNEU       , 116 ,11/16/22,RESF24.1        ,                ,,
      9518 ,07/23/22,   0 ,DIARHEA    ,  20 ,08/12/22,ELECTROL        ,                ,,
      9519 ,07/23/22,   0 ,DIARHEA    ,  11 ,08/03/22,ELECTROL        ,                ,,
      9520 ,07/25/22,   0 ,DIARHEA    ,  18 ,08/12/22,ELECTROL        ,                ,,
      9520 ,07/25/22,   0 ,PNEU       ,  96 ,10/29/22,BAY8.4          ,                ,,
      9520 ,07/25/22,   0 ,PNEU       , 126 ,11/28/22,RESF24.1        ,                ,,
      9520 ,07/25/22,   0 ,PNEU       , 147 ,12/19/22,ZACT8.1         ,                ,,
      9521 ,07/25/22,   0 ,PNEU       ,  40 ,09/03/22,BAY2.4          ,                ,,
      9521 ,07/25/22,   0 ,EARJNT     ,  68 ,10/01/22,ZACT4.2         ,                ,,
      9521 ,07/25/22,   0 ,PNEU       ,  86 ,10/19/22,RESF24.1        ,                ,,
      9522 ,07/25/22,   0 ,NAVEL      ,  22 ,08/16/22,PF.2.5          ,                ,,
      9522 ,07/25/22,   0 ,PNEU       ,  91 ,10/24/22,BAY8.4          ,                ,,
      9524 ,07/26/22,   0 ,DIARHEA    ,  17 ,08/12/22,ELECTROL        ,                ,,
      9525 ,07/26/22,   0 ,NAVEL      ,   5 ,07/31/22,PF.2.5          ,                ,,
      9525 ,07/26/22,   0 ,DIARHEA    ,  13 ,08/08/22,ELECTROL        ,                ,,
      9525 ,07/26/22,   0 ,PNEU       ,  90 ,10/24/22,BAY8.4          ,                ,,
      9526 ,07/27/22,   0 ,DIARHEA    ,  12 ,08/08/22,ELECTROL        ,                ,,
      9526 ,07/27/22,   0 ,PNEU       ,  60 ,09/25/22,RESFL6.1        ,                ,,
      9527 ,07/27/22,   0 ,EARJNT     ,  64 ,09/29/22,ZACT4.2         ,                ,,
      9527 ,07/27/22,   0 ,PNEU       ,  94 ,10/29/22,BAY8.4          ,                ,,
      9530 ,07/28/22,   0 ,DIARHEA    ,  19 ,08/16/22,ELECTROL        ,                ,,
      9530 ,07/28/22,   0 ,PNEU       ,  98 ,11/03/22,BAY8.4          ,                ,,
      9530 ,07/28/22,   0 ,PNEU       , 116 ,11/21/22,ZACT8.1         ,                ,,
      9531 ,07/28/22,   0 ,PNEU       , 109 ,11/14/22,BAY8.4          ,                ,,
      9531 ,07/28/22,   0 ,PNEU       , 126 ,12/01/22,RESF24.1        ,                ,,
      9532 ,07/28/22,   0 ,DIARHEA    ,  20 ,08/17/22,ELECTROL        ,                ,,
      9533 ,07/29/22,   0 ,DIARHEA    ,  15 ,08/13/22,ELECTROL        ,                ,,
      9533 ,07/29/22,   0 ,PNEU       ,  28 ,08/26/22,BAY2.4          ,                ,,
      9533 ,07/29/22,   0 ,EARJNT     ,  80 ,10/17/22,ZACT4.2         ,                ,,
      9533 ,07/29/22,   0 ,PNEU       , 167 ,01/12/23,NOR.24.1        ,                ,,
      9535 ,07/29/22,   0 ,DIARHEA    ,  19 ,08/17/22,ELECTROL        ,                ,,
      9536 ,07/31/22,   0 ,DIARHEA    ,  16 ,08/16/22,ELECTROL        ,                ,,
      9537 ,07/31/22,   0 ,PNEU       ,  67 ,10/06/22,RESFL6.1        ,                ,,
      9538 ,07/31/22,   0 ,DIARHEA    ,  14 ,08/14/22,ELECTROL        ,                ,,
      9539 ,08/02/22,   0 ,DIARHEA    ,  14 ,08/16/22,ELECTROL        ,                ,,
      9543 ,08/03/22,   0 ,DIARHEA    ,  26 ,08/29/22,ELECTROL        ,                ,,
      9545 ,08/04/22,   0 ,DIARHEA    ,  13 ,08/17/22,ELECTROL        ,                ,,
      9546 ,08/05/22,   0 ,PNEU       ,  77 ,10/21/22,RESFL6.1        ,                ,,
      9547 ,08/05/22,   0 ,PNEU       ,  69 ,10/13/22,RESFL6.1        ,                ,,
      9548 ,08/06/22,   0 ,DIARHEA    ,  17 ,08/23/22,ELECTROL        ,                ,,
      9548 ,08/06/22,   0 ,PNEU       , 103 ,11/17/22,BAY8.4          ,                ,,
      9549 ,08/06/22,   0 ,PNEU       , 104 ,11/18/22,BAY8.4          ,                ,,
      9549 ,08/06/22,   0 ,PNEU       , 118 ,12/02/22,RESF24.1        ,                ,,
      9550 ,08/06/22,   0 ,PNEU       ,  95 ,11/09/22,BAY8.4          ,                ,,
      9550 ,08/06/22,   0 ,PNEU       , 109 ,11/23/22,RESF24.1        ,                ,,
      9550 ,08/06/22,   0 ,PNEU       , 184 ,02/06/23,ZAC.8.1         ,                ,,
      9551 ,08/06/22,   0 ,PNEU       ,  74 ,10/19/22,RESFL6.1        ,                ,,
      9552 ,08/07/22,   0 ,PNEU       , 175 ,01/29/23,BAY.8.4         ,                ,,
      9553 ,08/07/22,   0 ,PNEU       , 102 ,11/17/22,BAY8.4          ,                ,,
      9553 ,08/07/22,   0 ,PNEU       , 148 ,01/02/23,BAY.8.4         ,                ,,
      9554 ,08/07/22,   0 ,DIARHEA    ,  17 ,08/24/22,ELECTROL        ,                ,,
      9554 ,08/07/22,   0 ,PNEU       ,  95 ,11/10/22,BAY8.4          ,                ,,
      9554 ,08/07/22,   0 ,PNEU       , 241 ,04/05/23,BAY.8.4         ,                ,,
      9554 ,08/07/22,   0 ,PNEU       , 385 ,08/27/23,BAY.2.4         ,                ,,
      9557 ,08/09/22,   0 ,DIARHEA    ,  15 ,08/24/22,ELECTROL        ,                ,,
      9560 ,08/11/22,   0 ,EARJNT     ,  65 ,10/15/22,ZACT4.2         ,                ,,
      9564 ,08/13/22,   0 ,EARJNT     , 100 ,11/21/22,ZACT8.2         ,                ,,
      9565 ,08/13/22,   0 ,DIARHEA    ,  18 ,08/31/22,ELECTROL        ,                ,,
      9567 ,08/14/22,   0 ,DIARHEA    ,  12 ,08/26/22,ELECTROL        ,                ,,
      9567 ,08/14/22,   0 ,PNEU       ,  12 ,08/26/22,BAY.2.4         ,                ,,
      9567 ,08/14/22,   0 ,PNEU       ,  73 ,10/26/22,RESFL6.1        ,                ,,
      9568 ,08/14/22,   0 ,DIARHEA    ,  12 ,08/26/22,ELECTROL        ,                ,,
      9568 ,08/14/22,   0 ,PNEU       ,  72 ,10/25/22,BAY2.4          ,                ,,
      9568 ,08/14/22,   0 ,PNEU       ,  99 ,11/21/22,BAY8.4          ,                ,,
      9569 ,08/14/22,   0 ,NAVEL      ,  15 ,08/29/22,PF.2.5          ,                ,,
      9569 ,08/14/22,   0 ,EARJNT     , 111 ,12/03/22,ZACT8.2         ,                ,,
      9569 ,08/14/22,   0 ,PNEU       , 120 ,12/12/22,BAY8.4          ,                ,,
      9571 ,08/16/22,   0 ,PNEU       ,  96 ,11/20/22,BAY8.4          ,                ,,
      9572 ,08/16/22,   0 ,DIARHEA    ,  16 ,09/01/22,ELECTROL        ,                ,,
      9572 ,08/16/22,   0 ,PNEU       ,  58 ,10/13/22,RESFL6.1        ,                ,,
      9573 ,08/17/22,   0 ,PNEU       ,  75 ,10/31/22,BAY2.4          ,                ,,
      9573 ,08/17/22,   0 ,PNEU       , 225 ,03/30/23,NOR.24.1        ,                ,,
      9574 ,08/17/22,   0 ,PNEU       ,  44 ,09/30/22,RESFL6.1        ,                ,,
      9574 ,08/17/22,   0 ,PNEU       ,  99 ,11/24/22,BAY8.4          ,                ,,
      9574 ,08/17/22,   0 ,PNEU       , 156 ,01/20/23,NOR.24.1        ,                ,,
      9576 ,08/17/22,   0 ,PNEU       , 139 ,01/03/23,BAY.8.4         ,                ,,
      9577 ,08/17/22,   0 ,DIARHEA    ,  15 ,09/01/22,ELECTROL        ,                ,,
      9577 ,08/17/22,   0 ,PNEU       ,  95 ,11/20/22,BAY8.4          ,                ,,
      9577 ,08/17/22,   0 ,PNEU       , 120 ,12/15/22,ZAC.8.1         ,                ,,
      9578 ,08/18/22,   0 ,PNEU       ,  64 ,10/21/22,RESFL6.1        ,                ,,
      9579 ,08/18/22,   0 ,PNEU       , 140 ,01/05/23,BAY.8.4         ,                ,,
      9580 ,08/18/22,   0 ,EARJNT     ,  61 ,10/18/22,ZACT4.2         ,                ,,
      9581 ,08/18/22,   0 ,PNEU       , 110 ,12/06/22,BAY8.4          ,                ,,
      9581 ,08/18/22,   0 ,PNEU       , 165 ,01/30/23,BAY.8.4         ,                ,,
      9583 ,08/20/22,   0 ,DIARHEA    ,  11 ,08/31/22,ELECTROL        ,                ,,
      9583 ,08/20/22,   0 ,EARJNT     ,  58 ,10/17/22,ZACT4.2         ,                ,,
      9583 ,08/20/22,   0 ,PNEU       ,  72 ,10/31/22,BAY2.4          ,                ,,
      9583 ,08/20/22,   0 ,PNEU       ,  92 ,11/20/22,BAY8.4          ,                ,,
      9584 ,08/21/22,   0 ,PNEU       ,  65 ,10/25/22,BAY2.4          ,                ,,
      9584 ,08/21/22,   0 ,PNEU       , 100 ,11/29/22,BAY8.4          ,                ,,
      9586 ,08/23/22,   0 ,EARJNT     ,  47 ,10/09/22,ZACT4.2         ,                ,,
      9586 ,08/23/22,   0 ,PNEU       , 105 ,12/06/22,BAY8.4          ,                ,,
      9587 ,08/23/22,   0 ,EARJNT     ,  60 ,10/22/22,ZACT4.2         ,                ,,
      9588 ,08/23/22,   0 ,PNEU       ,  95 ,11/26/22,BAY8.4          ,                ,,
      9589 ,08/23/22,   0 ,PNEU       , 105 ,12/06/22,BAY8.4          ,                ,,
      9589 ,08/23/22,   0 ,PNEU       , 147 ,01/17/23,ZAC.8.1         ,                ,,
      9592 ,08/23/22,   0 ,DIARHEA    ,   8 ,08/31/22,ELECTROL        ,                ,,
      9592 ,08/23/22,   0 ,PNEU       , 126 ,12/27/22,BAY.8.4         ,                ,,
      9595 ,08/25/22,   0 ,EARJNT     ,  68 ,11/01/22,ZACT4.2         ,                ,,
      9596 ,08/25/22,   0 ,EARJNT     , 126 ,12/29/22,ZAC.8.2         ,                ,,
      9599 ,08/26/22,   0 ,EARJNT     , 114 ,12/18/22,ZACT8.2         ,                ,,
      9599 ,08/26/22,   0 ,EARJNT     , 127 ,12/31/22,NOR.8.2         ,                ,,
      9601 ,08/28/22,   0 ,PNEU       ,  99 ,12/05/22,BAY8.4          ,                ,,
      9601 ,08/28/22,   0 ,PNEU       , 130 ,01/05/23,NOR.24.1        ,                ,,
      9602 ,08/28/22,   0 ,PNEU       ,  65 ,11/01/22,RESFL6.1        ,                ,,
      9602 ,08/28/22,   0 ,PNEU       ,  87 ,11/23/22,BAY8.4          ,                ,,
      9604 ,08/29/22,   0 ,EARJNT     ,  91 ,11/28/22,ZACT8.2         ,                ,,
      9605 ,08/30/22,   0 ,EARJNT     , 103 ,12/11/22,ZACT8.2         ,                ,,
      9606 ,08/30/22,   0 ,DIARHEA    ,  10 ,09/09/22,ELECTROL        ,                ,,
      9606 ,08/30/22,   0 ,PNEU       ,  66 ,11/04/22,BAY2.4          ,                ,,
      9606 ,08/30/22,   0 ,PNEU       ,  88 ,11/26/22,BAY8.4          ,                ,,
      9606 ,08/30/22,   0 ,PNEU       , 112 ,12/20/22,RESF24.1        ,                ,,
      9606 ,08/30/22,   0 ,PNEU       , 171 ,02/17/23,NOR.24.1        ,                ,,
      9607 ,08/31/22,   0 ,PNEU       ,  85 ,11/24/22,BAY8.4          ,                ,,
      9607 ,08/31/22,   0 ,PNEU       , 126 ,01/04/23,NOR.24.1        ,                ,,
      9608 ,08/31/22,   0 ,DIARHEA    ,   8 ,09/08/22,ELECTROL        ,                ,,
      9608 ,08/31/22,   0 ,PNEU       , 127 ,01/05/23,BAY.8.4         ,                ,,
      9609 ,08/31/22,   0 ,DIARHEA    ,   8 ,09/08/22,ELECTROL        ,                ,,
      9610 ,09/01/22,   0 ,EARJNT     ,  59 ,10/30/22,ZACT4.2         ,                ,,
      9610 ,09/01/22,   0 ,PNEU       , 156 ,02/04/23,BAY.8.4         ,                ,,
      9611 ,09/01/22,   0 ,PNEU       , 165 ,02/13/23,BAY.8.4         ,                ,,
      9612 ,09/02/22,   0 ,PNEU       ,  96 ,12/07/22,BAY8.4          ,                ,,
      9613 ,09/02/22,   0 ,PNEU       , 159 ,02/08/23,BAY.8.4         ,                ,,
      9613 ,09/02/22,   0 ,PNEU       , 246 ,05/06/23,NOR.24.1        ,                ,,
      9614 ,09/02/22,   0 ,PNEU       ,  79 ,11/20/22,BAY2.4          ,                ,,
      9614 ,09/02/22,   0 ,PNEU       , 116 ,12/27/22,BAY.8.4         ,                ,,
      9614 ,09/02/22,   0 ,PNEU       , 162 ,02/11/23,ZAC.8.1         ,                ,,
      9616 ,09/03/22,   0 ,DIARHEA    ,  17 ,09/20/22,ELECTROL        ,                ,,
      9616 ,09/03/22,   0 ,PNEU       , 151 ,02/01/23,BAY.8.4         ,                ,,
      9617 ,09/03/22,   0 ,PNEU       ,  73 ,11/15/22,RESFL6.1        ,                ,,
      9618 ,09/04/22,   0 ,PNEU       ,  96 ,12/09/22,BAY8.4          ,                ,,
      9620 ,09/04/22,   0 ,DIARHEA    ,  31 ,10/05/22,ELECTROL        ,                ,,
      9620 ,09/04/22,   0 ,EARJNT     ,  62 ,11/05/22,ZACT4.2         ,                ,,
      9621 ,09/04/22,   0 ,PNEU       ,  97 ,12/10/22,BAY8.4          ,                ,,
      9622 ,09/04/22,   0 ,EARJNT     ,  56 ,10/30/22,ZACT4.2         ,                ,,
      9623 ,09/05/22,   0 ,DIARHEA    ,  22 ,09/27/22,ELECTROL        ,                ,,
      9626 ,09/05/22,   0 ,EARJNT     ,  64 ,11/08/22,ZACT4.2         ,                ,,
      9629 ,09/06/22,   0 ,PNEU       , 157 ,02/10/23,BAY.8.4         ,                ,,
      9630 ,09/06/22,   0 ,DIARHEA    ,  14 ,09/20/22,ELECTROL        ,                ,,
      9630 ,09/06/22,   0 ,EARJNT     ,  62 ,11/07/22,ZACT4.2         ,                ,,
      9630 ,09/06/22,   0 ,PNEU       ,  77 ,11/22/22,BAY2.4          ,                ,,
      9631 ,09/06/22,   0 ,DIARHEA    ,  29 ,10/05/22,ELECTROL        ,                ,,
      9632 ,09/06/22,   0 ,DIARHEA    ,  14 ,09/20/22,ELECTROL        ,                ,,
      9632 ,09/06/22,   0 ,PNEU       , 107 ,12/22/22,BAY8.4          ,                ,,
      9632 ,09/06/22,   0 ,PNEU       , 185 ,03/10/23,BAY.8.4         ,                ,,
      9632 ,09/06/22,   0 ,PNEU       , 214 ,04/08/23,NOR.24.1        ,                ,,
      9633 ,09/07/22,   0 ,EARJNT     ,  70 ,11/16/22,ZACT4.2         ,                ,,
      9634 ,09/07/22,   0 ,DIARHEA    ,  17 ,09/24/22,ELECTROL        ,                ,,
      9634 ,09/07/22,   0 ,PNEU       ,  92 ,12/08/22,BAY8.4          ,                ,,
      9634 ,09/07/22,   0 ,PNEU       , 110 ,12/26/22,ZAC.8.1         ,                ,,
      9634 ,09/07/22,   0 ,PNEU       , 154 ,02/08/23,BAY.8.4         ,                ,,
      9634 ,09/07/22,   0 ,PNEU       , 228 ,04/23/23,NOR.24.1        ,                ,,
      9637 ,09/07/22,   0 ,EARJNT     ,  60 ,11/06/22,ZACT4.2         ,                ,,
      9637 ,09/07/22,   0 ,PNEU       , 107 ,12/23/22,BAY.8.4         ,                ,,
      9637 ,09/07/22,   0 ,PNEU       , 169 ,02/23/23,BAY.8.4         ,                ,,
      9639 ,09/08/22,   0 ,PNEU       ,  92 ,12/09/22,BAY8.4          ,                ,,
      9639 ,09/08/22,   0 ,PNEU       , 124 ,01/10/23,BAY.8.4         ,                ,,
      9639 ,09/08/22,   0 ,PNEU       , 198 ,03/25/23,NOR.24.1        ,                ,,
      9641 ,09/08/22,   0 ,PNEU       , 187 ,03/14/23,BAY.8.4         ,                ,,
      9642 ,09/08/22,   0 ,DIARHEA    ,  20 ,09/28/22,ELECTROL        ,                ,,
      9643 ,09/08/22,   0 ,PNEU       ,  79 ,11/26/22,BAY2.4          ,                ,,
      9645 ,09/09/22,   0 ,EARJNT     ,  64 ,11/12/22,ZACT4.2         ,                ,,
      9646 ,09/09/22,   0 ,PNEU       , 242 ,05/09/23,BAY.8.4         ,                ,,
      9647 ,09/09/22,   0 ,DIARHEA    ,  18 ,09/27/22,ELECTROL        ,                ,,
      9649 ,09/09/22,   0 ,DIARHEA    ,  19 ,09/28/22,ELECTROL        ,                ,,
      9649 ,09/09/22,   0 ,EARJNT     ,  71 ,11/19/22,ZACT4.2         ,                ,,
      9649 ,09/09/22,   0 ,PNEU       ,  87 ,12/05/22,BAY8.4          ,                ,,
      9650 ,09/09/22,   0 ,PNEU       ,  78 ,11/26/22,BAY2.4          ,                ,,
      9653 ,09/10/22,   0 ,DIARHEA    ,  15 ,09/25/22,ELECTROL        ,                ,,
      9653 ,09/10/22,   0 ,EARJNT     ,  92 ,12/11/22,ZACT8.2         ,                ,,
      9653 ,09/10/22,   0 ,PNEU       , 167 ,02/24/23,BAY.8.4         ,                ,,
      9655 ,09/10/22,   0 ,NAVEL      ,   8 ,09/18/22,PF.2.5          ,                ,,
      9655 ,09/10/22,   0 ,DIARHEA    ,  13 ,09/23/22,ELECTROL        ,                ,,
      9655 ,09/10/22,   0 ,EARJNT     ,  99 ,12/18/22,ZACT8.2         ,                ,,
      9657 ,09/10/22,   0 ,PNEU       , 148 ,02/05/23,BAY.8.4         ,                ,,
      9659 ,09/12/22,   0 ,DIARHEA    ,  16 ,09/28/22,ELECTROL        ,                ,,
      9659 ,09/12/22,   0 ,PNEU       , 185 ,03/16/23,BAY.8.4         ,                ,,
      9660 ,09/12/22,   0 ,PNEU       ,  87 ,12/08/22,BAY8.4          ,                ,,
      9663 ,09/13/22,   0 ,PNEU       ,  84 ,12/06/22,BAY8.4          ,                ,,
      9664 ,09/13/22,   0 ,DIARHEA    ,  15 ,09/28/22,ELECTROL        ,                ,,
      9664 ,09/13/22,   0 ,PNEU       ,  82 ,12/04/22,BAY8.4          ,                ,,
      9664 ,09/13/22,   0 ,PNEU       , 223 ,04/24/23,BAY.8.4         ,                ,,
      9666 ,09/13/22,   0 ,DIARHEA    ,  14 ,09/27/22,ELECTROL        ,                ,,
      9667 ,09/13/22,   0 ,PNEU       ,  53 ,11/05/22,RESFL6.1        ,                ,,
      9668 ,09/13/22,   0 ,NAVEL      ,   8 ,09/21/22,PF.2.5          ,                ,,
      9669 ,09/14/22,   0 ,EARJNT     ,  62 ,11/15/22,ZACT4.2         ,                ,,
      9670 ,09/14/22,   0 ,DIARHEA    ,  10 ,09/24/22,ELECTROL        ,                ,,
      9670 ,09/14/22,   0 ,EARJNT     ,  89 ,12/12/22,ZACT8.2         ,                ,,
      9671 ,09/15/22,   0 ,NAVEL      ,   9 ,09/24/22,PF.2.5          ,                ,,
      9672 ,09/15/22,   0 ,PNEU       ,  12 ,09/27/22,BAY.2.4         ,                ,,
      9672 ,09/15/22,   0 ,PNEU       ,  46 ,10/31/22,BAY2.4          ,                ,,
      9672 ,09/15/22,   0 ,EARJNT     ,  64 ,11/18/22,ZACT4.2         ,                ,,
      9672 ,09/15/22,   0 ,EARJNT     ,  96 ,12/20/22,ZACT8.2         ,                ,,
      9672 ,09/15/22,   0 ,PNEU       , 104 ,12/28/22,BAY.8.4         ,                ,,
      9675 ,09/16/22,   0 ,DIARHEA    ,  13 ,09/29/22,ELECTROL        ,                ,,
      9676 ,09/16/22,   0 ,PNEU       , 219 ,04/23/23,BAY.8.4         ,                ,,
      9678 ,09/16/22,   0 ,EARJNT     ,  85 ,12/10/22,ZACT8.2         ,                ,,
      9678 ,09/16/22,   0 ,PNEU       ,  94 ,12/19/22,BAY8.4          ,                ,,
      9679 ,09/16/22,   0 ,EARJNT     ,  88 ,12/13/22,ZACT8.2         ,                ,,
      9679 ,09/16/22,   0 ,PNEU       ,  98 ,12/23/22,BAY.8.4         ,                ,,
      9679 ,09/16/22,   0 ,PNEU       , 115 ,01/09/23,ZAC.8.1         ,                ,,
      9680 ,09/17/22,   0 ,PNEU       ,  99 ,12/25/22,BAY.8.4         ,                ,,
      9680 ,09/17/22,   0 ,PNEU       , 116 ,01/11/23,ZAC.8.1         ,                ,,
      9681 ,09/17/22,   0 ,PNEU       , 103 ,12/29/22,BAY.8.4         ,                ,,
      9683 ,09/17/22,   0 ,PNEU       ,  10 ,09/27/22,BAY.2.4         ,                ,,
      9685 ,09/18/22,   0 ,PNEU       , 132 ,01/28/23,BAY.8.4         ,                ,,
      9687 ,09/18/22,   0 ,PNEU       , 114 ,01/10/23,BAY.8.4         ,                ,,
      9688 ,09/19/22,   0 ,PNEU       , 200 ,04/07/23,BAY.8.4         ,                ,,
      9690 ,09/19/22,   0 ,EARJNT     ,  91 ,12/19/22,ZACT8.2         ,                ,,
      9690 ,09/19/22,   0 ,PNEU       , 101 ,12/29/22,BAY.8.4         ,                ,,
      9692 ,09/19/22,   0 ,PNEU       , 163 ,03/01/23,BAY.8.4         ,                ,,
      9693 ,09/20/22,   0 ,EARJNT     ,  94 ,12/23/22,ZAC.8.2         ,                ,,
      9695 ,09/20/22,   0 ,PNEU       ,  87 ,12/16/22,BAY8.4          ,                ,,
      9696 ,09/20/22,   0 ,PNEU       ,  89 ,12/18/22,BAY8.4          ,                ,,
      9696 ,09/20/22,   0 ,PNEU       , 107 ,01/05/23,NOR.24.1        ,                ,,
      9696 ,09/20/22,   0 ,PNEU       , 357 ,09/12/23,BAY.20.1        ,                ,,
      9697 ,09/20/22,   0 ,NAVEL      ,   6 ,09/26/22,PF.2.5          ,                ,,
      9698 ,09/20/22,   0 ,DIARHEA    ,   9 ,09/29/22,ELECTROL        ,                ,,
      9700 ,09/21/22,   0 ,EARJNT     ,  61 ,11/21/22,ZACT4.2         ,                ,,
      9700 ,09/21/22,   0 ,PNEU       , 111 ,01/10/23,BAY.8.4         ,                ,,
      9700 ,09/21/22,   0 ,PNEU       , 210 ,04/19/23,ZAC.8.1         ,                ,,
      9701 ,09/21/22,   0 ,EARJNT     ,  87 ,12/17/22,ZACT8.2         ,                ,,
      9701 ,09/21/22,   0 ,EARJNT     , 101 ,12/31/22,NOR.8.2         ,                ,,
      9701 ,09/21/22,   0 ,PNEU       , 113 ,01/12/23,BAY.8.4         ,                ,,
      9702 ,09/21/22,   0 ,DIARHEA    ,   7 ,09/28/22,ELECTROL        ,                ,,
      9702 ,09/21/22,   0 ,PNEU       ,  87 ,12/17/22,BAY8.4          ,                ,,
      9702 ,09/21/22,   0 ,PNEU       , 194 ,04/03/23,NOR.24.1        ,                ,,
      9703 ,09/21/22,   0 ,PNEU       ,  42 ,11/02/22,RESFL6.1        ,                ,,
      9703 ,09/21/22,   0 ,PNEU       ,  95 ,12/25/22,BAY.8.4         ,                ,,
      9705 ,09/22/22,   0 ,DIARHEA    ,  13 ,10/05/22,ELECTROL        ,                ,,
      9707 ,09/23/22,   0 ,EARJNT     ,  67 ,11/29/22,ZACT4.2         ,                ,,
      9707 ,09/23/22,   0 ,PNEU       , 180 ,03/22/23,BAY.8.4         ,                ,,
      9708 ,09/22/22,   0 ,DIARHEA    ,  26 ,10/18/22,ELECTROL        ,                ,,
      9708 ,09/22/22,   0 ,DIARHEA    ,  34 ,10/26/22,LRSBC.IV        ,                ,,
      9708 ,09/22/22,   0 ,PNEU       , 101 ,01/01/23,BAY.8.4         ,                ,,
      9710 ,09/24/22,   0 ,EARJNT     ,  61 ,11/24/22,ZACT4.2         ,                ,,
      9714 ,09/25/22,   0 ,DIARHEA    ,   9 ,10/04/22,ELECTROL        ,                ,,
      9715 ,09/26/22,   0 ,PNEU       ,  63 ,11/28/22,BAY2.4          ,                ,,
      9718 ,09/26/22,   0 ,PNEU       , 107 ,01/11/23,BAY.8.4         ,                ,,
      9718 ,09/26/22,   0 ,PNEU       , 124 ,01/28/23,ZAC.8.1         ,                ,,
      9718 ,09/26/22,   0 ,PNEU       , 143 ,02/16/23,BAY.8.4         ,                ,,
      9719 ,09/26/22,   0 ,EARJNT     ,  92 ,12/27/22,ZAC.8.2         ,                ,,
      9719 ,09/26/22,   0 ,PNEU       ,  97 ,01/01/23,BAY.8.4         ,                ,,
      9719 ,09/26/22,   0 ,PNEU       , 128 ,02/01/23,NOR.24.1        ,                ,,
      9724 ,09/28/22,   0 ,PNEU       , 154 ,03/01/23,BAY.8.4         ,                ,,
      9726 ,09/30/22,   0 ,PNEU       , 115 ,01/23/23,BAY.8.4         ,                ,,
      9727 ,09/30/22,   0 ,PNEU       ,  63 ,12/02/22,BAY2.4          ,                ,,
      9730 ,10/01/22,   0 ,PNEU       ,  95 ,01/04/23,BAY.8.4         ,                ,,
      9730 ,10/01/22,   0 ,PNEU       , 153 ,03/03/23,ZAC.8.1         ,                ,,
      9730 ,10/01/22,   0 ,PNEU       , 284 ,07/12/23,ZAC.8.1         ,                ,,
      9731 ,10/02/22,   0 ,EARJNT     ,  61 ,12/02/22,ZACT4.2         ,                ,,
      9732 ,10/02/22,   0 ,PNEU       , 189 ,04/09/23,BAY.8.4         ,                ,,
      9734 ,10/02/22,   0 ,EARJNT     ,  87 ,12/28/22,ZAC.8.2         ,                ,,
      9734 ,10/02/22,   0 ,PNEU       ,  96 ,01/06/23,BAY.8.4         ,                ,,
      9735 ,10/02/22,   0 ,PNEU       ,  67 ,12/08/22,BAY2.4          ,                ,,
      9735 ,10/02/22,   0 ,EARJNT     ,  84 ,12/25/22,ZAC.8.2         ,                ,,
      9735 ,10/02/22,   0 ,PNEU       ,  93 ,01/03/23,BAY.8.4         ,                ,,
      9736 ,10/02/22,   0 ,PNEU       ,  95 ,01/05/23,BAY.8.4         ,                ,,
      9737 ,10/03/22,   0 ,PNEU       ,  87 ,12/29/22,BAY.8.4         ,                ,,
      9737 ,10/03/22,   0 ,PNEU       , 171 ,03/23/23,ZAC.8.1         ,                ,,
