"ID","CBRD","BDAT","BW8T","RPRO","GHDAT","Event","DIM","Date","Remark","Protocols","Technician",
      9264 ,H    ,04/05/22,     0 ,PREG    ,08/24/23,MEASURE    , 176 ,09/28/22,  346/45,                ,,
      9264 ,H    ,04/05/22,     0 ,PREG    ,08/24/23,MEASURE    , 381 ,04/21/23,  820/53,                ,,
      9264 ,H    ,04/05/22,     0 ,PREG    ,08/24/23,MEASURE    , 506 ,08/24/23,1020            ,                ,,
      9265 ,H    ,04/05/22,     0 ,PREG    ,00000000 ,MEASURE    ,  84 ,06/28/22,140             ,                ,,
      9265 ,H    ,04/05/22,     0 ,PREG    ,00000000 ,MEASURE    , 184 ,10/06/22,  311/43,                ,,
      9265 ,H    ,04/05/22,     0 ,PREG    ,00000000 ,MEASURE    , 381 ,04/21/23,  750/52,                ,,
      9265 ,H    ,04/05/22,     0 ,PREG    ,00000000 ,MEASURE    , 506 ,08/24/23,920             ,                ,,
      9267 ,H    ,04/06/22,     0 ,PREG    ,08/24/23,MEASURE    ,  83 ,06/28/22,170             ,                ,,
      9267 ,H    ,04/06/22,     0 ,PREG    ,08/24/23,MEASURE    , 175 ,09/28/22,  350/44,                ,,
      9267 ,H    ,04/06/22,     0 ,PREG    ,08/24/23,MEASURE    , 380 ,04/21/23,  850/53,                ,,
      9267 ,H    ,04/06/22,     0 ,PREG    ,08/24/23,MEASURE    , 505 ,08/24/23,1110            ,                ,,
      9271 ,H    ,04/06/22,     0 ,PREG    ,08/24/23,MEASURE    ,  83 ,06/28/22,200             ,                ,,
      9271 ,H    ,04/06/22,     0 ,PREG    ,08/24/23,MEASURE    , 174 ,09/27/22,  462/47,                ,,
      9271 ,H    ,04/06/22,     0 ,PREG    ,08/24/23,MEASURE    , 380 ,04/21/23,                ,                ,,
      9271 ,H    ,04/06/22,     0 ,PREG    ,08/24/23,MEASURE    , 505 ,08/24/23,1070            ,                ,,
      9272 ,H    ,04/06/22,     0 ,PREG    ,08/24/23,MEASURE    ,  83 ,06/28/22,200             ,                ,,
      9272 ,H    ,04/06/22,     0 ,PREG    ,08/24/23,MEASURE    , 175 ,09/28/22,  433/47,                ,,
      9272 ,H    ,04/06/22,     0 ,PREG    ,08/24/23,MEASURE    , 380 ,04/21/23,  890/53,                ,,
      9272 ,H    ,04/06/22,     0 ,PREG    ,08/24/23,MEASURE    , 505 ,08/24/23,1120            ,                ,,
      9273 ,H    ,04/08/22,     0 ,PREG    ,08/03/23,MEASURE    ,  88 ,07/05/22,204             ,                ,,
      9273 ,H    ,04/08/22,     0 ,PREG    ,08/03/23,MEASURE    , 177 ,10/02/22,  440/44,                ,,
      9273 ,H    ,04/08/22,     0 ,PREG    ,08/03/23,MEASURE    , 378 ,04/21/23,  770/52,                ,,
      9273 ,H    ,04/08/22,     0 ,PREG    ,08/03/23,MEASURE    , 482 ,08/03/23,870             ,                ,,
      9274 ,H    ,04/08/22,     0 ,PREG    ,08/03/23,MEASURE    , 177 ,10/02/22,  460/47,                ,,
      9274 ,H    ,04/08/22,     0 ,PREG    ,08/03/23,MEASURE    , 378 ,04/21/23,  970/54,                ,,
      9274 ,H    ,04/08/22,     0 ,PREG    ,08/03/23,MEASURE    , 482 ,08/03/23,1160            ,                ,,
      9275 ,H    ,04/08/22,     0 ,PREG    ,10/17/23,MEASURE    ,  88 ,07/05/22,212             ,                ,,
      9275 ,H    ,04/08/22,     0 ,PREG    ,10/17/23,MEASURE    , 177 ,10/02/22,  488/48,                ,,
      9275 ,H    ,04/08/22,     0 ,PREG    ,10/17/23,MEASURE    , 378 ,04/21/23,  890/53,                ,,
      9275 ,H    ,04/08/22,     0 ,PREG    ,10/17/23,MEASURE    , 557 ,10/17/23,1240            ,                ,,
      9276 ,H    ,04/09/22,     0 ,PREG    ,08/03/23,MEASURE    ,  84 ,07/02/22,200             ,                ,,
      9276 ,H    ,04/09/22,     0 ,PREG    ,08/03/23,MEASURE    , 180 ,10/06/22,  422/46,                ,,
      9276 ,H    ,04/09/22,     0 ,PREG    ,08/03/23,MEASURE    , 384 ,04/28/23,  740/52,                ,,
      9276 ,H    ,04/09/22,     0 ,PREG    ,08/03/23,MEASURE    , 481 ,08/03/23,860             ,                ,,
      9277 ,H    ,04/09/22,     0 ,PREG    ,08/03/23,MEASURE    ,  83 ,07/01/22,200             ,                ,,
      9277 ,H    ,04/09/22,     0 ,PREG    ,08/03/23,MEASURE    , 184 ,10/10/22,  405/46,                ,,
      9277 ,H    ,04/09/22,     0 ,PREG    ,08/03/23,MEASURE    , 384 ,04/28/23,  870/53,                ,,
      9277 ,H    ,04/09/22,     0 ,PREG    ,08/03/23,MEASURE    , 481 ,08/03/23,1080            ,                ,,
      9278 ,HJ   ,04/09/22,     0 ,PREG    ,09/21/23,MEASURE    ,  84 ,07/02/22,205             ,                ,,
      9278 ,HJ   ,04/09/22,     0 ,PREG    ,09/21/23,MEASURE    , 180 ,10/06/22,  425/46,                ,,
      9278 ,HJ   ,04/09/22,     0 ,PREG    ,09/21/23,MEASURE    , 384 ,04/28/23,  890/53,                ,,
      9278 ,HJ   ,04/09/22,     0 ,PREG    ,09/21/23,MEASURE    , 514 ,09/05/23,1050            ,                ,,
      9279 ,H    ,04/10/22,     0 , SLD/DIE,00000000 ,MEASURE    ,  82 ,07/01/22,188             ,                ,,
      9280 ,HJ   ,04/10/22,     0 ,PREG    ,08/03/23,MEASURE    ,  83 ,07/02/22,208             ,                ,,
      9280 ,HJ   ,04/10/22,     0 ,PREG    ,08/03/23,MEASURE    , 175 ,10/02/22,  360/43,                ,,
      9280 ,HJ   ,04/10/22,     0 ,PREG    ,08/03/23,MEASURE    , 383 ,04/28/23,  780/52,                ,,
      9280 ,HJ   ,04/10/22,     0 ,PREG    ,08/03/23,MEASURE    , 480 ,08/03/23,930             ,                ,,
      9281 ,H    ,04/11/22,     0 ,PREG    ,10/17/23,MEASURE    ,  81 ,07/01/22,203             ,                ,,
      9281 ,H    ,04/11/22,     0 ,PREG    ,10/17/23,MEASURE    , 163 ,09/21/22,  329/44,                ,,
      9281 ,H    ,04/11/22,     0 ,PREG    ,10/17/23,MEASURE    , 382 ,04/28/23,  820/53,                ,,
      9281 ,H    ,04/11/22,     0 ,PREG    ,10/17/23,MEASURE    , 554 ,10/17/23,960             ,                ,,
      9282 ,H    ,04/11/22,     0 , SLD/DIE,00000000 ,MEASURE    ,  85 ,07/05/22,191             ,                ,,
      9282 ,H    ,04/11/22,     0 , SLD/DIE,00000000 ,MEASURE    , 174 ,10/02/22,  340/44,                ,,
      9282 ,H    ,04/11/22,     0 , SLD/DIE,00000000 ,MEASURE    , 382 ,04/28/23,  800/53,                ,,
      9282 ,H    ,04/11/22,     0 , SLD/DIE,00000000 ,MEASURE    , 506 ,08/30/23,910             ,                ,,
      9283 ,H    ,04/12/22,     0 ,PREG    ,08/24/23,MEASURE    ,  81 ,07/02/22,190             ,                ,,
      9283 ,H    ,04/12/22,     0 ,PREG    ,08/24/23,MEASURE    , 177 ,10/06/22,  413/46,                ,,
      9283 ,H    ,04/12/22,     0 ,PREG    ,08/24/23,MEASURE    , 381 ,04/28/23,  830/53,                ,,
      9283 ,H    ,04/12/22,     0 ,PREG    ,08/24/23,MEASURE    , 499 ,08/24/23,1050            ,                ,,
      9284 ,HJ   ,04/13/22,     0 ,PREG    ,10/17/23,MEASURE    ,  79 ,07/01/22,170             ,                ,,
      9284 ,HJ   ,04/13/22,     0 ,PREG    ,10/17/23,MEASURE    , 176 ,10/06/22,  362/45,                ,,
      9284 ,HJ   ,04/13/22,     0 ,PREG    ,10/17/23,MEASURE    , 380 ,04/28/23,  750/52,                ,,
      9284 ,HJ   ,04/13/22,     0 ,PREG    ,10/17/23,MEASURE    , 552 ,10/17/23,980             ,                ,,
      9285 ,H    ,04/13/22,     0 ,PREG    ,08/24/23,MEASURE    ,  83 ,07/05/22,150             ,                ,,
      9285 ,H    ,04/13/22,     0 ,PREG    ,08/24/23,MEASURE    , 172 ,10/02/22,  300/43,                ,,
      9285 ,H    ,04/13/22,     0 ,PREG    ,08/24/23,MEASURE    , 380 ,04/28/23,  780/53,                ,,
      9285 ,H    ,04/13/22,     0 ,PREG    ,08/24/23,MEASURE    , 498 ,08/24/23,990             ,                ,,
      9286 ,H    ,04/13/22,     0 ,PREG    ,08/24/23,MEASURE    ,  80 ,07/02/22,183             ,                ,,
      9286 ,H    ,04/13/22,     0 ,PREG    ,08/24/23,MEASURE    , 172 ,10/02/22,  288/39,                ,,
      9286 ,H    ,04/13/22,     0 ,PREG    ,08/24/23,MEASURE    , 380 ,04/28/23,  780/52,                ,,
      9286 ,H    ,04/13/22,     0 ,PREG    ,08/24/23,MEASURE    , 498 ,08/24/23,950             ,                ,,
      9287 ,H    ,04/13/22,     0 ,PREG    ,08/24/23,MEASURE    ,  79 ,07/01/22,206             ,                ,,
      9287 ,H    ,04/13/22,     0 ,PREG    ,08/24/23,MEASURE    , 176 ,10/06/22,  443/47,                ,,
      9287 ,H    ,04/13/22,     0 ,PREG    ,08/24/23,MEASURE    , 380 ,04/28/23,  940/54,                ,,
      9287 ,H    ,04/13/22,     0 ,PREG    ,08/24/23,MEASURE    , 498 ,08/24/23,1090            ,                ,,
      9288 ,H    ,04/14/22,     0 ,PREG    ,09/21/23,MEASURE    ,  88 ,07/11/22,210             ,                ,,
      9288 ,H    ,04/14/22,     0 ,PREG    ,09/21/23,MEASURE    , 182 ,10/13/22,  439/47,                ,,
      9288 ,H    ,04/14/22,     0 ,PREG    ,09/21/23,MEASURE    , 379 ,04/28/23,  870/53,                ,,
      9288 ,H    ,04/14/22,     0 ,PREG    ,09/21/23,MEASURE    , 509 ,09/05/23,1150            ,                ,,
      9289 ,H    ,04/14/22,     0 ,PREG    ,09/21/23,MEASURE    ,  88 ,07/11/22,210             ,                ,,
      9289 ,H    ,04/14/22,     0 ,PREG    ,09/21/23,MEASURE    , 182 ,10/13/22,  450/47,                ,,
      9289 ,H    ,04/14/22,     0 ,PREG    ,09/21/23,MEASURE    , 379 ,04/28/23,  910/53,                ,,
      9289 ,H    ,04/14/22,     0 ,PREG    ,09/21/23,MEASURE    , 509 ,09/05/23,1120            ,                ,,
      9290 ,H    ,04/14/22,     0 ,PREG    ,08/03/23,MEASURE    ,  88 ,07/11/22,210             ,                ,,
      9290 ,H    ,04/14/22,     0 ,PREG    ,08/03/23,MEASURE    , 182 ,10/13/22,  418/46,                ,,
      9290 ,H    ,04/14/22,     0 ,PREG    ,08/03/23,MEASURE    , 379 ,04/28/23,  840/53,                ,,
      9290 ,H    ,04/14/22,     0 ,PREG    ,08/03/23,MEASURE    , 476 ,08/03/23,1030            ,                ,,
      9291 ,H    ,04/14/22,     0 , SLD/DIE,00000000 ,MEASURE    ,  88 ,07/11/22,210             ,                ,,
      9292 ,HJ   ,04/14/22,     0 ,PREG    ,09/21/23,MEASURE    ,  88 ,07/11/22,210             ,                ,,
      9292 ,HJ   ,04/14/22,     0 ,PREG    ,09/21/23,MEASURE    , 179 ,10/10/22,  400/46,                ,,
      9292 ,HJ   ,04/14/22,     0 ,PREG    ,09/21/23,MEASURE    , 379 ,04/28/23,  790/52,                ,,
      9292 ,HJ   ,04/14/22,     0 ,PREG    ,09/21/23,MEASURE    , 509 ,09/05/23,980             ,                ,,
      9293 ,H    ,04/14/22,     0 ,PREG    ,10/17/23,MEASURE    ,  88 ,07/11/22,210             ,                ,,
      9293 ,H    ,04/14/22,     0 ,PREG    ,10/17/23,MEASURE    , 180 ,10/11/22,  395/46,                ,,
      9293 ,H    ,04/14/22,     0 ,PREG    ,10/17/23,MEASURE    , 379 ,04/28/23,  750/53,                ,,
      9293 ,H    ,04/14/22,     0 ,PREG    ,10/17/23,MEASURE    , 551 ,10/17/23,1000            ,                ,,
      9294 ,H    ,04/15/22,     0 ,PREG    ,08/24/23,MEASURE    ,  87 ,07/11/22,210             ,                ,,
      9294 ,H    ,04/15/22,     0 ,PREG    ,08/24/23,MEASURE    , 189 ,10/21/22,  411/46,                ,,
      9294 ,H    ,04/15/22,     0 ,PREG    ,08/24/23,MEASURE    , 378 ,04/28/23,  890/52,                ,,
      9294 ,H    ,04/15/22,     0 ,PREG    ,08/24/23,MEASURE    , 496 ,08/24/23,1040            ,                ,,
      9295 ,H    ,04/15/22,     0 ,PREG    ,08/03/23,MEASURE    ,  87 ,07/11/22,210             ,                ,,
      9295 ,H    ,04/15/22,     0 ,PREG    ,08/03/23,MEASURE    , 179 ,10/11/22,  410/46,                ,,
      9295 ,H    ,04/15/22,     0 ,PREG    ,08/03/23,MEASURE    , 378 ,04/28/23,  930/53,                ,,
      9295 ,H    ,04/15/22,     0 ,PREG    ,08/03/23,MEASURE    , 475 ,08/03/23,1010            ,                ,,
      9296 ,H    ,04/15/22,     0 ,PREG    ,10/17/23,MEASURE    ,  87 ,07/11/22,210             ,                ,,
      9296 ,H    ,04/15/22,     0 ,PREG    ,10/17/23,MEASURE    , 189 ,10/21/22,  402/46,                ,,
      9296 ,H    ,04/15/22,     0 ,PREG    ,10/17/23,MEASURE    , 378 ,04/28/23,  850/53,                ,,
      9296 ,H    ,04/15/22,     0 ,PREG    ,10/17/23,MEASURE    , 550 ,10/17/23,1180            ,                ,,
      9297 ,H    ,04/15/22,     0 ,PREG    ,08/24/23,MEASURE    ,  87 ,07/11/22,210             ,                ,,
      9297 ,H    ,04/15/22,     0 ,PREG    ,08/24/23,MEASURE    , 181 ,10/13/22,  425/46,                ,,
      9297 ,H    ,04/15/22,     0 ,PREG    ,08/24/23,MEASURE    , 378 ,04/28/23,  920/54,                ,,
      9297 ,H    ,04/15/22,     0 ,PREG    ,08/24/23,MEASURE    , 496 ,08/24/23,1080            ,                ,,
      9298 ,H    ,04/16/22,     0 ,PREG    ,09/21/23,MEASURE    ,  86 ,07/11/22,210             ,                ,,
      9298 ,H    ,04/16/22,     0 ,PREG    ,09/21/23,MEASURE    , 178 ,10/11/22,  409/46,                ,,
      9298 ,H    ,04/16/22,     0 ,PREG    ,09/21/23,MEASURE    , 384 ,05/05/23,  850/53,                ,,
      9298 ,H    ,04/16/22,     0 ,PREG    ,09/21/23,MEASURE    , 507 ,09/05/23,1050            ,                ,,
      9299 ,H    ,04/16/22,     0 ,PREG    ,08/24/23,MEASURE    ,  86 ,07/11/22,210             ,                ,,
      9299 ,H    ,04/16/22,     0 ,PREG    ,08/24/23,MEASURE    , 180 ,10/13/22,  300/43,                ,,
      9299 ,H    ,04/16/22,     0 ,PREG    ,08/24/23,MEASURE    , 384 ,05/05/23,  860/53,                ,,
      9299 ,H    ,04/16/22,     0 ,PREG    ,08/24/23,MEASURE    , 495 ,08/24/23,1040            ,                ,,
      9300 ,H    ,04/16/22,     0 , SLD/DIE,00000000 ,MEASURE    ,  86 ,07/11/22,210             ,                ,,
      9300 ,H    ,04/16/22,     0 , SLD/DIE,00000000 ,MEASURE    , 178 ,10/11/22,  433/47,                ,,
      9300 ,H    ,04/16/22,     0 , SLD/DIE,00000000 ,MEASURE    , 391 ,05/12/23,01030/55,                ,,
      9300 ,H    ,04/16/22,     0 , SLD/DIE,00000000 ,MEASURE    , 565 ,11/02/23,1400            ,                ,,
      9301 ,H    ,04/17/22,     0 ,PREG    ,09/21/23,MEASURE    ,  85 ,07/11/22,210             ,                ,,
      9301 ,H    ,04/17/22,     0 ,PREG    ,09/21/23,MEASURE    , 179 ,10/13/22,  400/46,                ,,
      9301 ,H    ,04/17/22,     0 ,PREG    ,09/21/23,MEASURE    , 383 ,05/05/23,  920/54,                ,,
      9301 ,H    ,04/17/22,     0 ,PREG    ,09/21/23,MEASURE    , 506 ,09/05/23,1090            ,                ,,
      9302 ,H    ,04/17/22,     0 ,PREG    ,08/24/23,MEASURE    ,  85 ,07/11/22,210             ,                ,,
      9302 ,H    ,04/17/22,     0 ,PREG    ,08/24/23,MEASURE    , 177 ,10/11/22,  383/45,                ,,
      9302 ,H    ,04/17/22,     0 ,PREG    ,08/24/23,MEASURE    , 383 ,05/05/23,  800/53,                ,,
      9302 ,H    ,04/17/22,     0 ,PREG    ,08/24/23,MEASURE    , 494 ,08/24/23,1030            ,                ,,
      9303 ,HJ   ,04/17/22,     0 ,PREG    ,08/24/23,MEASURE    ,  85 ,07/11/22,210             ,                ,,
      9303 ,HJ   ,04/17/22,     0 ,PREG    ,08/24/23,MEASURE    , 179 ,10/13/22,  415/46,                ,,
      9303 ,HJ   ,04/17/22,     0 ,PREG    ,08/24/23,MEASURE    , 383 ,05/05/23,  850/53,                ,,
      9303 ,HJ   ,04/17/22,     0 ,PREG    ,08/24/23,MEASURE    , 494 ,08/24/23,990             ,                ,,
      9304 ,H    ,04/18/22,     0 , SLD/DIE,00000000 ,MEASURE    ,  84 ,07/11/22,210             ,                ,,
      9306 ,H    ,04/18/22,     0 ,PREG    ,10/17/23,MEASURE    ,  84 ,07/11/22,210             ,                ,,
      9306 ,H    ,04/18/22,     0 ,PREG    ,10/17/23,MEASURE    , 186 ,10/21/22,  338/44,                ,,
      9306 ,H    ,04/18/22,     0 ,PREG    ,10/17/23,MEASURE    , 382 ,05/05/23,  820/53,                ,,
      9306 ,H    ,04/18/22,     0 ,PREG    ,10/17/23,MEASURE    , 547 ,10/17/23,1060            ,                ,,
      9307 ,H    ,04/18/22,     0 ,PREG    ,08/24/23,MEASURE    ,  84 ,07/11/22,210             ,                ,,
      9307 ,H    ,04/18/22,     0 ,PREG    ,08/24/23,MEASURE    , 178 ,10/13/22,  432/47,                ,,
      9307 ,H    ,04/18/22,     0 ,PREG    ,08/24/23,MEASURE    , 382 ,05/05/23,  940/54,                ,,
      9307 ,H    ,04/18/22,     0 ,PREG    ,08/24/23,MEASURE    , 493 ,08/24/23,1090            ,                ,,
      9308 ,H    ,04/18/22,     0 ,PREG    ,09/21/23,MEASURE    ,  84 ,07/11/22,210             ,                ,,
      9308 ,H    ,04/18/22,     0 ,PREG    ,09/21/23,MEASURE    , 175 ,10/10/22,  358/45,                ,,
      9308 ,H    ,04/18/22,     0 ,PREG    ,09/21/23,MEASURE    , 382 ,05/05/23,  920/54,                ,,
      9308 ,H    ,04/18/22,     0 ,PREG    ,09/21/23,MEASURE    , 505 ,09/05/23,1100            ,                ,,
      9309 ,H    ,04/18/22,     0 , SLD/DIE,00000000 ,MEASURE    ,  84 ,07/11/22,210             ,                ,,
      9309 ,H    ,04/18/22,     0 , SLD/DIE,00000000 ,MEASURE    , 175 ,10/10/22,  365/45,                ,,
      9309 ,H    ,04/18/22,     0 , SLD/DIE,00000000 ,MEASURE    , 382 ,05/05/23,  830/53,                ,,
      9309 ,H    ,04/18/22,     0 , SLD/DIE,00000000 ,MEASURE    , 505 ,09/05/23,1040            ,                ,,
      9309 ,H    ,04/18/22,     0 , SLD/DIE,00000000 ,MEASURE    , 514 ,09/14/23,1030            ,                ,,
      9310 ,H    ,04/20/22,     0 ,PREG    ,08/24/23,MEASURE    ,  93 ,07/22/22,183             ,                ,,
      9310 ,H    ,04/20/22,     0 ,PREG    ,08/24/23,MEASURE    , 181 ,10/18/22,  326/44,                ,,
      9310 ,H    ,04/20/22,     0 ,PREG    ,08/24/23,MEASURE    , 380 ,05/05/23,  850/53,                ,,
      9310 ,H    ,04/20/22,     0 ,PREG    ,08/24/23,MEASURE    , 491 ,08/24/23,1030            ,                ,,
      9311 ,H    ,04/20/22,     0 ,PREG    ,08/24/23,MEASURE    ,  93 ,07/22/22,190             ,                ,,
      9311 ,H    ,04/20/22,     0 ,PREG    ,08/24/23,MEASURE    , 188 ,10/25/22,  445/47,                ,,
      9311 ,H    ,04/20/22,     0 ,PREG    ,08/24/23,MEASURE    , 380 ,05/05/23,  820/53,                ,,
      9311 ,H    ,04/20/22,     0 ,PREG    ,08/24/23,MEASURE    , 491 ,08/24/23,950             ,                ,,
      9312 ,H    ,04/20/22,     0 , SLD/DIE,00000000 ,MEASURE    ,  93 ,07/22/22,209             ,                ,,
      9312 ,H    ,04/20/22,     0 , SLD/DIE,00000000 ,MEASURE    , 188 ,10/25/22,  400/46,                ,,
      9312 ,H    ,04/20/22,     0 , SLD/DIE,00000000 ,MEASURE    , 380 ,05/05/23,  850/53,                ,,
      9313 ,H    ,04/20/22,     0 ,PREG    ,09/21/23,MEASURE    ,  93 ,07/22/22,210             ,                ,,
      9313 ,H    ,04/20/22,     0 ,PREG    ,09/21/23,MEASURE    , 181 ,10/18/22,  392/45,                ,,
      9313 ,H    ,04/20/22,     0 ,PREG    ,09/21/23,MEASURE    , 380 ,05/05/23,  870/53,                ,,
      9313 ,H    ,04/20/22,     0 ,PREG    ,09/21/23,MEASURE    , 503 ,09/05/23,1070            ,                ,,
      9314 ,HJ   ,04/21/22,     0 ,PREG    ,08/24/23,MEASURE    ,  92 ,07/22/22,214             ,                ,,
      9314 ,HJ   ,04/21/22,     0 ,PREG    ,08/24/23,MEASURE    , 180 ,10/18/22,  415/46,                ,,
      9314 ,HJ   ,04/21/22,     0 ,PREG    ,08/24/23,MEASURE    , 379 ,05/05/23,  850/53,                ,,
      9314 ,HJ   ,04/21/22,     0 ,PREG    ,08/24/23,MEASURE    , 490 ,08/24/23,960             ,                ,,
      9315 ,H    ,04/21/22,     0 ,PREG    ,10/17/23,MEASURE    ,  92 ,07/22/22,205             ,                ,,
      9315 ,H    ,04/21/22,     0 ,PREG    ,10/17/23,MEASURE    , 180 ,10/18/22,  378/45,                ,,
      9315 ,H    ,04/21/22,     0 ,PREG    ,10/17/23,MEASURE    , 379 ,05/05/23,  920/54,                ,,
      9315 ,H    ,04/21/22,     0 ,PREG    ,10/17/23,MEASURE    , 544 ,10/17/23,1130            ,                ,,
      9316 ,H    ,04/21/22,     0 ,PREG    ,10/17/23,MEASURE    ,  92 ,07/22/22,215             ,                ,,
      9316 ,H    ,04/21/22,     0 ,PREG    ,10/17/23,MEASURE    , 151 ,09/19/22,  368/45,                ,,
      9316 ,H    ,04/21/22,     0 ,PREG    ,10/17/23,MEASURE    , 379 ,05/05/23,  920/54,                ,,
      9316 ,H    ,04/21/22,     0 ,PREG    ,10/17/23,MEASURE    , 544 ,10/17/23,1200            ,                ,,
      9317 ,H    ,04/21/22,     0 ,PREG    ,09/21/23,MEASURE    ,  92 ,07/22/22,210             ,                ,,
      9317 ,H    ,04/21/22,     0 ,PREG    ,09/21/23,MEASURE    , 183 ,10/21/22,  425/44,                ,,
      9317 ,H    ,04/21/22,     0 ,PREG    ,09/21/23,MEASURE    , 379 ,05/05/23,  890/53,                ,,
      9317 ,H    ,04/21/22,     0 ,PREG    ,09/21/23,MEASURE    , 502 ,09/05/23,1100            ,                ,,
      9318 ,HJ   ,04/21/22,     0 ,PREG    ,10/17/23,MEASURE    ,  92 ,07/22/22,200             ,                ,,
      9318 ,HJ   ,04/21/22,     0 ,PREG    ,10/17/23,MEASURE    , 183 ,10/21/22,  458/47,                ,,
      9318 ,HJ   ,04/21/22,     0 ,PREG    ,10/17/23,MEASURE    , 379 ,05/05/23,  890/53,                ,,
      9318 ,HJ   ,04/21/22,     0 ,PREG    ,10/17/23,MEASURE    , 544 ,10/17/23,1140            ,                ,,
      9319 ,H    ,04/22/22,     0 ,PREG    ,10/17/23,MEASURE    ,  91 ,07/22/22,222             ,                ,,
      9319 ,H    ,04/22/22,     0 ,PREG    ,10/17/23,MEASURE    , 186 ,10/25/22,  400/46,                ,,
      9319 ,H    ,04/22/22,     0 ,PREG    ,10/17/23,MEASURE    , 378 ,05/05/23,  860/53,                ,,
      9319 ,H    ,04/22/22,     0 ,PREG    ,10/17/23,MEASURE    , 543 ,10/17/23,1120            ,                ,,
      9320 ,H    ,04/22/22,     0 ,PREG    ,09/21/23,MEASURE    ,  91 ,07/22/22,216             ,                ,,
      9320 ,H    ,04/22/22,     0 ,PREG    ,09/21/23,MEASURE    , 179 ,10/18/22,  432/47,                ,,
      9320 ,H    ,04/22/22,     0 ,PREG    ,09/21/23,MEASURE    , 378 ,05/05/23,  950/54,                ,,
      9320 ,H    ,04/22/22,     0 ,PREG    ,09/21/23,MEASURE    , 501 ,09/05/23,1100            ,                ,,
      9321 ,H    ,04/22/22,     0 , SLD/DIE,00000000 ,MEASURE    ,  91 ,07/22/22,200             ,                ,,
      9322 ,H    ,04/24/22,     0 ,PREG    ,08/24/23,MEASURE    ,  89 ,07/22/22,200             ,                ,,
      9322 ,H    ,04/24/22,     0 ,PREG    ,08/24/23,MEASURE    , 184 ,10/25/22,  396/45,                ,,
      9322 ,H    ,04/24/22,     0 ,PREG    ,08/24/23,MEASURE    , 383 ,05/12/23,  890/54,                ,,
      9322 ,H    ,04/24/22,     0 ,PREG    ,08/24/23,MEASURE    , 487 ,08/24/23,1030            ,                ,,
      9323 ,H    ,04/24/22,     0 ,PREG    ,09/21/23,MEASURE    ,  89 ,07/22/22,221             ,                ,,
      9323 ,H    ,04/24/22,     0 ,PREG    ,09/21/23,MEASURE    , 177 ,10/18/22,  419/46,                ,,
      9323 ,H    ,04/24/22,     0 ,PREG    ,09/21/23,MEASURE    , 383 ,05/12/23,  960/54,                ,,
      9323 ,H    ,04/24/22,     0 ,PREG    ,09/21/23,MEASURE    , 499 ,09/05/23,1150            ,                ,,
      9324 ,H    ,04/26/22,     0 ,PREG    ,11/21/23,MEASURE    ,  87 ,07/22/22,177             ,                ,,
      9324 ,H    ,04/26/22,     0 ,PREG    ,11/21/23,MEASURE    , 175 ,10/18/22,  314/43,                ,,
      9324 ,H    ,04/26/22,     0 ,PREG    ,11/21/23,MEASURE    , 381 ,05/12/23,  840/54,                ,,
      9324 ,H    ,04/26/22,     0 ,PREG    ,11/21/23,MEASURE    , 574 ,11/21/23,1210            ,                ,,
      9325 ,H    ,04/26/22,     0 ,PREG    ,00000000 ,MEASURE    ,  92 ,07/27/22,190             ,                ,,
      9325 ,H    ,04/26/22,     0 ,PREG    ,00000000 ,MEASURE    , 189 ,11/01/22,  448/47,                ,,
      9325 ,H    ,04/26/22,     0 ,PREG    ,00000000 ,MEASURE    , 381 ,05/12/23,  940/54,                ,,
      9326 ,H    ,04/27/22,     0 ,PREG    ,09/21/23,MEASURE    ,  91 ,07/27/22,210             ,                ,,
      9326 ,H    ,04/27/22,     0 ,PREG    ,09/21/23,MEASURE    , 183 ,10/27/22,  393/45,                ,,
      9326 ,H    ,04/27/22,     0 ,PREG    ,09/21/23,MEASURE    , 380 ,05/12/23,  890/54,                ,,
      9326 ,H    ,04/27/22,     0 ,PREG    ,09/21/23,MEASURE    , 496 ,09/05/23,1050            ,                ,,
      9327 ,H    ,04/28/22,     0 ,PREG    ,09/21/23,MEASURE    ,  90 ,07/27/22,180             ,                ,,
      9327 ,H    ,04/28/22,     0 ,PREG    ,09/21/23,MEASURE    , 182 ,10/27/22,  411/46,                ,,
      9327 ,H    ,04/28/22,     0 ,PREG    ,09/21/23,MEASURE    , 379 ,05/12/23,  890/54,                ,,
      9327 ,H    ,04/28/22,     0 ,PREG    ,09/21/23,MEASURE    , 495 ,09/05/23,1100            ,                ,,
      9328 ,H    ,04/29/22,     0 ,PREG    ,09/21/23,MEASURE    ,  89 ,07/27/22,173             ,                ,,
      9328 ,H    ,04/29/22,     0 ,PREG    ,09/21/23,MEASURE    , 181 ,10/27/22,  508/48,                ,,
      9328 ,H    ,04/29/22,     0 ,PREG    ,09/21/23,MEASURE    , 378 ,05/12/23,01000/55,                ,,
      9329 ,X    ,04/29/22,     0 ,PREG    ,08/24/23,MEASURE    ,  89 ,07/27/22,177             ,                ,,
      9329 ,X    ,04/29/22,     0 ,PREG    ,08/24/23,MEASURE    , 181 ,10/27/22,  394/45,                ,,
      9329 ,X    ,04/29/22,     0 ,PREG    ,08/24/23,MEASURE    , 385 ,05/19/23,   840/5,                ,,
